Source_Name,CLASS1,DEJ2000,Energy_Flux100,Flux1000,GLAT,GLON,LP_Flux_Density,LP_Index,LP_beta,PLEC_Exp_Index,PLEC_Expfactor,PLEC_Flux_Density,PLEC_Index,PL_Flux_Density,PL_Index,Peak_Interval,Pivot_Energy,RAJ2000,SpectrumType,Energy_Flux100_PLEC,PLEC_F1000,PLEC_F10000
4FGL J1142.8+0120 ,PSR  ,1.34,6.1993787e-12,1.0145795e-09,59.414806,267.53943,5.5971005e-13,1.6840378,0.33632857,0.6666667,0.0076301927,5.341628e-13,0.98915464,4.2121078e-13,2.0432203,31560000.0,1436.2125,175.7154,PLSuperExpCutoff ,2.3473559854211735e-12,3.8410301621368627e-10,7.814273202957345e-12
4FGL J1152.0-6107 ,PSR  ,-61.1298,1.1250794e-11,1.7039921e-09,0.92083925,295.82898,5.337869e-13,2.4618647,0.38596863,0.6666667,0.011572855,5.463723e-13,1.1187947,3.757804e-13,2.4273045,31560000.0,1970.3557,178.0226,PLSuperExpCutoff ,1.825224761569288e-12,2.763767541403892e-10,9.698661796310185e-13
4FGL J1207.4-5050 ,PSR  ,-50.8495,4.7282608e-12,9.405688e-10,11.417195,295.86682,3.3133476e-13,2.1917968,0.64093935,0.6666667,0.017289411,3.307656e-13,0.22701672,1.9324956e-13,2.1989765,31560000.0,1950.19,181.8508,PLSuperExpCutoff ,3.1819783914880877e-13,6.328651203136599e-11,1.4313957399133656e-13
4FGL J1208.2-6237 ,PSR  ,-62.6331,3.8051243e-11,4.9306057e-09,-0.17705444,297.98752,5.657672e-13,2.5717425,0.25985596,0.6666667,0.0061907545,5.7987886e-13,1.5910884,4.3966995e-13,2.4126754,31560000.0,2962.011,182.0529,PLSuperExpCutoff ,1.0614620179908908e-11,1.3751462641172394e-09,1.5976117447008652e-11
4FGL J1228.0-4853 ,PSR  ,-48.8847,2.257832e-11,2.4799724e-09,13.807194,298.9748,1.2137694e-12,2.3966322,0.1954733,0.6666667,0.005290115,1.2166948e-12,1.8352863,1.0238553e-12,2.3817706,31560000.0,1597.1682,187.0101,PLSuperExpCutoff ,1.0960394074092039e-11,1.2036434419195158e-09,1.2527019715567689e-11
4FGL J1231.1-1412 ,PSR  ,-14.2014,1.0059504e-10,1.8433793e-08,48.379307,295.53354,1.899493e-11,1.5995197,0.43728584,0.6666667,0.012834062,1.7878815e-11,0.62826085,1.2596625e-11,1.9621844,31560000.0,1057.4292,187.7981,PLSuperExpCutoff ,2.6553147535158497e-11,4.8649402148903735e-09,2.6763373001589578e-11
4FGL J1253.3-5816 ,psr  ,-58.2833,4.2331603e-12,2.9224312e-10,4.587496,303.1863,2.1188123e-12,2.7829926,0.79855084,0.6666667,0.047385905,2.1605257e-12,0.059010185,1.1990647e-12,2.8003285,31560000.0,726.77496,193.3418,PLSuperExpCutoff ,9.187679792558192e-14,6.339845880713731e-12,3.1796466997049217e-19
4FGL J1301.6+0834 ,PSR  ,8.5742,7.194184e-12,1.1730242e-09,71.28936,310.8223,1.3703438e-12,1.9284304,0.41094676,0.6666667,0.01294008,1.3136168e-12,0.92621815,9.591829e-13,2.203558,31560000.0,1076.7805,195.412,PLSuperExpCutoff ,1.847785620875898e-12,3.012177110197139e-10,9.114594565578282e-13
4FGL J1302.4-3258 ,PSR  ,-32.9694,1.08709534e-11,2.0930713e-09,29.844969,305.60495,9.502983e-13,1.664818,0.56007797,0.6666667,0.013251609,9.0925667e-13,0.32476678,6.311953e-13,2.0741765,31560000.0,1666.6038,195.6231,PLSuperExpCutoff ,1.6878516537217712e-12,3.2493084293732865e-10,2.6552407331646143e-12
4FGL J1311.7-3430 ,PSR  ,-34.5097,6.09704e-11,7.567811e-09,28.17399,307.68817,1.5855903e-11,2.04331,0.19632727,0.6666667,0.00603681,1.523449e-11,1.6566012,1.3324753e-11,2.2315617,31560000.0,812.2269,197.9484,PLSuperExpCutoff ,3.605324358198723e-11,4.474124858700271e-09,4.869866162747396e-11
4FGL J1312.7+0050 ,PSR  ,0.842,1.4436724e-11,2.4933005e-09,63.22025,314.82837,1.8459375e-12,2.068755,0.48845533,0.6666667,0.01508212,1.8296593e-12,0.71419,1.2060651e-12,2.1540987,31560000.0,1352.8317,198.1894,PLSuperExpCutoff ,2.282051722921579e-12,3.940346921645564e-10,8.03202227451032e-13
4FGL J1341.7-6216 ,PSR  ,-62.2801,2.9604e-11,2.0566921e-09,0.022729853,308.74393,3.189232e-13,2.4667106,0.11695563,0.6666667,0.002363288,3.1731947e-13,2.082866,2.8126202e-13,2.4804287,31560000.0,2613.1577,205.4337,PowerLaw         ,1.399582351390457e-11,1.3671772463550915e-09,3.101775875831306e-11
4FGL J1350.6-6224 ,PSR  ,-62.4133,4.2974607e-11,6.6981864e-09,-0.32658818,309.7325,1.210953e-12,2.4088237,0.413653,0.6666667,0.009075516,1.2122535e-12,1.1678228,8.606844e-13,2.4323273,31560000.0,2539.2957,207.6746,PLSuperExpCutoff ,7.93711633287009e-12,1.2368617895922222e-09,1.0305247075640236e-11
4FGL J1356.9-6432 ,PSR  ,-64.5401,3.0322588e-11,2.5234306e-09,-2.5580788,309.89966,5.8067383e-12,2.656181,0.3464507,0.6666667,0.0152706625,5.7730123e-12,1.5675476,4.3834125e-12,2.669507,31560000.0,943.3264,209.234,PLSuperExpCutoff ,6.981198254551093e-12,5.808168757811161e-10,2.055974986998134e-13
4FGL J1402.7+1306 ,psr  ,13.1072,1.5599808e-12,3.7963163e-10,68.211815,356.4016,1.8093261e-13,2.0899353,0.9999787,0.6666667,0.020710297,1.6284943e-13,0.00014111056,8.534705e-14,2.1745794,31560000.0,1740.7994,210.6919,LogParabola      ,8.718260869427502e-14,1.7906599815785176e-11,1.801275987398874e-14
4FGL J1411.5-6133 ,PSR  ,-61.5539,2.1600527e-11,2.8954068e-09,-0.15245403,312.32483,5.851296e-13,2.885837,0.36947164,0.6666667,0.013848636,6.1873656e-13,1.1743287,3.459737e-13,2.543306,31560000.0,2274.4248,212.8964,PLSuperExpCutoff ,1.9694992688944947e-12,2.6392833693506353e-10,3.51023552682271e-13
4FGL J1413.5-6205 ,PSR  ,-62.0903,1.8547135e-10,2.7375394e-08,-0.73342663,312.3775,8.237758e-12,2.2081752,0.34731174,0.6666667,0.007418763,8.002949e-12,1.328736,6.101719e-12,2.3384042,31560000.0,2026.7695,213.382,PLSuperExpCutoff ,5.653705787106502e-11,8.343180596472174e-09,9.804007172754004e-11
4FGL J1417.6-4403 ,psr  ,-44.052,7.910035e-12,1.1185431e-09,16.132421,318.88647,1.2708842e-12,2.0581384,0.26284432,0.6666667,0.0077605867,1.2308789e-12,1.4472041,1.0440781e-12,2.327116,31560000.0,1085.8802,214.4146,LogParabola      ,3.614677153901402e-12,4.945932857758696e-10,4.042043327418154e-12
4FGL J1418.7-6057 ,PSR  ,-60.9654,2.8828845e-10,3.9326256e-08,0.13078819,313.33084,4.1135997e-12,2.719948,0.34943056,0.6666667,0.008363216,4.2377317e-12,1.4258201,2.100131e-12,2.3787093,31560000.0,3043.1492,214.6927,PLSuperExpCutoff ,4.97913082002158e-11,6.790709385192972e-09,4.5580671499840576e-11
4FGL J1420.0-6048 ,PSR  ,-60.805,1.4184957e-10,1.7404485e-08,0.23072739,313.5294,3.1623807e-12,2.8124926,0.31311145,0.6666667,0.009940979,3.2425514e-12,1.4829373,7.2520646e-13,2.4181278,31560000.0,2395.6448,215.009,PLSuperExpCutoff ,2.3928798994630266e-11,2.9352933536535335e-09,9.502581032971131e-12
4FGL J1422.5-6137 ,PSR  ,-61.6311,5.4712727e-11,9.545583e-09,-0.64777446,313.5296,8.8648826e-13,2.2334461,0.5577299,0.6666667,0.009477791,8.882813e-13,0.5411365,5.726695e-13,2.2166076,31560000.0,3830.7183,215.6298,PLSuperExpCutoff ,5.375375872961418e-12,9.377098952745713e-10,2.092044254194255e-11
4FGL J1429.9-5911 ,PSR  ,-59.1888,1.1429789e-10,1.3054304e-08,1.3038083,315.2617,8.57758e-12,2.4834566,0.2913832,0.6666667,0.00885351,8.501458e-12,1.6173494,6.5562733e-12,2.497819,31560000.0,1448.0402,217.4914,PLSuperExpCutoff ,3.6809452394536195e-11,4.20316291257755e-09,1.5972418107208453e-11
4FGL J1431.4-4711 ,PSR  ,-47.1945,6.3527647e-12,3.8351267e-10,12.327431,320.0353,1.0867268e-12,2.4933214,0.20846546,0.6666667,0.0080942735,1.0601462e-12,1.9531388,8.825148e-13,2.592148,31560000.0,867.6091,217.8727,PowerLaw         ,2.4877394794424536e-12,2.0500745368625832e-10,5.367333042424854e-13
4FGL J1440.2-5505 ,psr  ,-55.0855,5.5212996e-12,2.7798536e-10,4.5363336,318.1544,1.3330978e-12,2.877489,0.44363093,0.6666667,0.021180034,1.2980614e-12,1.4977318,8.9641136e-13,2.7172463,31560000.0,792.9836,220.0734,PowerLaw         ,7.65419919957474e-13,4.7090267965159775e-11,2.0731282750387514e-15
4FGL J1446.6-4701 ,PSR  ,-47.0276,6.800366e-12,1.1378662e-09,11.420593,322.5021,7.0244445e-13,1.9650941,0.43065828,0.6666667,0.011005829,6.774295e-13,0.9457711,4.981503e-13,2.2715027,31560000.0,1449.9397,221.6541,PLSuperExpCutoff ,1.6606485216510918e-12,2.778119707186717e-10,1.6797051631157955e-12
4FGL J1459.5-6053 ,PSR  ,-60.8894,1.242668e-10,1.3277869e-08,-1.7915276,317.88593,1.1999555e-11,2.4792972,0.27266437,0.6666667,0.008676582,1.18199825e-11,1.6942204,9.294895e-12,2.5010316,31560000.0,1276.3562,224.8752,PLSuperExpCutoff ,4.477414549239196e-11,4.7830354736108675e-09,1.6728973226390068e-11
4FGL J1509.4-5850 ,PSR  ,-58.8431,1.1546055e-10,1.7319225e-08,-0.6160439,319.9758,5.6913957e-12,2.2679198,0.38670644,0.6666667,0.008894346,5.5806336e-12,1.2500911,4.1813645e-12,2.4000895,31560000.0,1950.8082,227.3646,PLSuperExpCutoff ,2.880143377602805e-11,4.319356587216437e-09,3.302137158051912e-11
4FGL J1513.4-2549 ,PSR  ,-25.8271,6.946838e-12,1.0506611e-09,26.96325,338.85068,7.756925e-13,2.2206368,0.42227876,0.6666667,0.012254741,7.5261975e-13,1.0885727,5.2693467e-13,2.305898,31560000.0,1375.355,228.3728,PLSuperExpCutoff ,1.526296768816496e-12,2.307875981912719e-10,6.625956882215546e-13
4FGL J1514.3-4946 ,PSR  ,-49.7711,4.082046e-11,6.675916e-09,6.8086805,325.24716,3.0426352e-12,1.8269076,0.35291323,0.6666667,0.007915126,2.9225463e-12,1.0264031,2.2931535e-12,2.1435144,31560000.0,1626.8392,228.5757,PLSuperExpCutoff ,1.3659898124340635e-11,2.2336122341056054e-09,3.800396269329722e-11
4FGL J1521.9-5735 ,PSR  ,-57.5893,7.56253e-11,1.0138192e-08,-0.41177204,322.036,5.0136982e-12,2.5007362,0.42263657,0.6666667,0.011981631,4.969784e-12,1.2717532,3.4916215e-12,2.5245228,31560000.0,1644.7648,230.493,PLSuperExpCutoff ,1.4245514040855232e-11,1.9092530625947417e-09,4.2618459627098815e-12
4FGL J1528.4-5838 ,PSR  ,-58.634,1.6871428e-11,3.1370122e-09,-1.7541803,322.16876,9.229106e-13,2.2699773,0.63789135,0.6666667,0.014734716,9.063242e-13,0.5390513,5.878156e-13,2.4214215,31560000.0,2115.3386,232.1087,PLSuperExpCutoff ,1.4883663952185727e-12,2.7668903069749645e-10,8.908036231615344e-13
4FGL J1531.5-5612 ,PSR  ,-56.2103,2.0357384e-11,3.026917e-09,-0.00034241556,323.89484,1.5925146e-12,2.6588678,0.5897827,0.6666667,0.019037742,1.6025534e-12,0.76094925,9.273442e-13,2.593541,31560000.0,1625.73,232.8971,PLSuperExpCutoff ,1.464363268780738e-12,2.1767073036741158e-10,9.40108509846131e-14
4FGL J1536.4-4948 ,PSR  ,-49.8164,7.84521e-11,1.134391e-08,4.7866488,328.19952,6.410006e-12,1.8965467,0.24723782,0.6666667,0.0053812787,6.1152793e-12,1.3858907,5.1113263e-12,2.1337683,31560000.0,1444.6024,234.1003,PLSuperExpCutoff ,3.9446425545319944e-11,5.7028143133816194e-09,1.3682413194987224e-10
4FGL J1543.6-5148 ,PSR  ,-51.8149,1.781965e-11,2.116553e-09,2.4966497,327.92532,1.1291842e-12,2.53298,0.33357096,0.6666667,0.009565212,1.1202428e-12,1.5385718,8.270232e-13,2.5771463,31560000.0,1582.1167,235.9227,PLSuperExpCutoff ,4.863248754906177e-12,5.775042686600292e-10,1.9396934881663854e-12
4FGL J1544.0+4939 ,PSR  ,49.6524,3.3846606e-12,4.3059684e-10,50.15999,79.20248,3.8443608e-13,2.0707946,0.19733037,0.6666667,0.0048676687,3.6955183e-13,1.6631818,3.145691e-13,2.2389653,31560000.0,1192.9468,236.0179,PLSuperExpCutoff ,1.9578780239130506e-12,2.4903428157932054e-10,4.3456590342109935e-12
4FGL J1553.1+5438 ,PSR  ,54.6413,2.8217923e-12,4.251705e-10,47.16823,85.60716,3.0403723e-13,1.9629879,0.29611364,0.6666667,0.0076602385,2.938233e-13,1.2792126,2.3487993e-13,2.21308,31560000.0,1317.937,238.2833,PLSuperExpCutoff ,1.1237755457313835e-12,1.6929081542970322e-10,1.9863297648323407e-12
4FGL J1555.7-2908 ,PSR  ,-29.1371,6.973217e-12,4.6386572e-10,18.502102,344.4837,1.5935109e-12,2.4448664,0.24344186,0.6666667,0.0064670704,1.4606562e-12,2.017698,1.2301735e-12,2.517003,31560000.0,801.1401,238.9256,PowerLaw         ,3.471869460852178e-12,2.935526888262062e-10,1.3010008767823774e-12
4FGL J1600.9-3054 ,PSR  ,-30.9102,7.378553e-12,1.3485777e-09,16.435661,344.0879,3.1021217e-13,1.9619612,0.49979636,0.6666667,0.010962314,3.0569687e-13,0.49881992,1.883e-13,2.056757,31560000.0,2399.0288,240.2267,PLSuperExpCutoff ,1.0347574577697409e-12,1.8909701068894032e-10,2.6232391210352837e-12
4FGL J1614.1-5047 ,PSR  ,-50.7863,1.5527126e-11,2.557109e-09,0.185226,332.21347,2.3398528e-13,2.6610885,0.283692,0.6666667,0.010785052,2.5674257e-13,0.9909167,1.6674517e-13,2.4357543,31560000.0,3249.7441,243.5403,PLSuperExpCutoff ,1.4571835568055195e-12,2.3993032815157263e-10,1.449057126724807e-12
4FGL J1614.5-2230 ,PSR  ,-22.5044,2.525507e-11,4.973892e-09,20.202217,352.63196,2.0953137e-12,1.8499775,0.60321474,0.6666667,0.014893923,2.033279e-12,0.2748302,1.257055e-12,2.072555,31560000.0,1770.5698,243.6415,PLSuperExpCutoff ,2.855777782765912e-12,5.623504677119033e-10,2.770981898243283e-12
4FGL J1615.3-5136 ,PSR  ,-51.6135,3.5344207e-11,6.8788104e-09,-0.5389193,331.77426,8.726835e-13,2.3294091,0.6959141,0.6666667,0.013641623,8.779961e-13,0.21607754,5.087761e-13,2.3355055,31560000.0,3240.5237,243.8303,PLSuperExpCutoff ,1.7824211840833033e-12,3.4685673868593637e-10,2.9825193456361664e-12
4FGL J1618.7-4633c,psr  ,-46.5569,7.998935e-12,5.39077e-10,2.6982014,335.70117,9.8520116e-14,2.8926272,0.3708269,0.6666667,0.010191652,1.0292641e-13,1.4541317,7.472865e-14,2.506257,31560000.0,2591.123,244.6966,PowerLaw         ,8.006325401274576e-13,9.958333233706158e-11,3.0952562900766563e-13
4FGL J1620.7-4927 ,PSR  ,-49.4599,1.2793162e-10,2.2252452e-08,0.40447885,333.8918,2.3528631e-12,2.3013797,0.53362745,0.6666667,0.009342792,2.3403011e-12,0.7605741,1.5621531e-12,2.2946746,31560000.0,3452.6497,245.1805,PLSuperExpCutoff ,1.5140489488524928e-11,2.6331434335845653e-09,4.1979179937437136e-11
4FGL J1623.0-5004 ,PSR  ,-50.0756,6.096866e-11,9.456891e-09,-0.29162395,333.71722,6.840208e-13,2.3461218,0.40145716,0.6666667,0.006395813,6.801993e-13,1.1652408,4.9129673e-13,2.3221586,31560000.0,4003.3887,245.7514,PLSuperExpCutoff ,1.2157368821993427e-11,1.8854266766739984e-09,4.521452796123027e-11
4FGL J1623.0-0315 ,PSR  ,-3.264,7.863982e-12,1.0779231e-09,30.67098,10.707283,6.583396e-13,2.149993,0.23846333,0.6666667,0.0066906973,6.494659e-13,1.4861258,5.063088e-13,2.279276,31560000.0,1433.4796,245.752,PLSuperExpCutoff ,3.35957663544528e-12,4.604079776182195e-10,5.353568803332796e-12
4FGL J1624.1-4042 ,PSR  ,-40.7073,2.756598e-11,4.271043e-09,6.1383424,340.54596,2.2814916e-12,2.3099303,0.4317959,0.6666667,0.012750031,2.2700659e-12,1.0256237,1.5573417e-12,2.3760967,31560000.0,1582.0111,246.0399,PLSuperExpCutoff ,4.882433428549574e-12,7.563020167891156e-10,2.032418959411596e-12
4FGL J1625.1-0020 ,PSR  ,-0.3491,2.0301311e-11,3.915166e-09,31.83681,13.894618,2.294561e-12,1.8175026,0.53968936,0.6666667,0.0149908755,2.2285743e-12,0.39622498,1.4520931e-12,2.072172,31560000.0,1481.3184,246.287,PLSuperExpCutoff ,2.894451644452445e-12,5.581083530629452e-10,2.129328179476834e-12
4FGL J1628.1-3204 ,PSR  ,-32.0747,1.08991705e-11,1.7062531e-09,11.491444,347.45004,1.2325793e-12,2.2966633,0.48142806,0.6666667,0.015209812,1.2215293e-12,0.88673085,8.223149e-13,2.3839934,31560000.0,1399.9651,247.0387,PLSuperExpCutoff ,1.6248352073805905e-12,2.5430270616485693e-10,3.55276490362037e-13
4FGL J1630.6+3734 ,PSR  ,37.5825,5.965535e-12,1.1774713e-09,43.206272,60.251335,7.4964855e-13,1.8814741,0.66633403,0.6666667,0.01805841,7.24044e-13,0.23611775,5.1589695e-13,2.342183,31560000.0,1465.1013,247.6628,PLSuperExpCutoff ,5.808004137470937e-13,1.1461623979868125e-10,1.9307408200240646e-13
4FGL J1640.1+2222 ,PSR  ,22.3774,2.3267566e-12,4.058865e-10,38.302338,41.004887,1.7003055e-13,2.1066551,0.4549189,0.6666667,0.011669299,1.6531523e-13,0.8146953,1.0802498e-13,2.2084746,31560000.0,1762.9384,250.0258,PLSuperExpCutoff ,4.238618331813752e-13,7.392600048093845e-11,4.4463490570081276e-13
4FGL J1641.2+8049 ,PSR  ,80.8292,2.2286133e-12,3.4706932e-10,31.76836,113.84078,1.7088306e-13,2.2888622,0.47525474,0.6666667,0.011654835,1.6286797e-13,1.0679954,1.12177276e-13,2.3142872,31560000.0,1663.4,250.3029,PLSuperExpCutoff ,4.3401244581156177e-13,6.757507282894284e-11,2.533812631007527e-13
4FGL J1641.2-5317 ,PSR  ,-53.2989,1.6948387e-11,2.3318527e-09,-4.561877,333.29333,1.6632676e-12,2.4784703,0.4441074,0.6666667,0.015147364,1.6722255e-12,1.0728221,1.162385e-12,2.4793591,31560000.0,1419.256,250.325,PLSuperExpCutoff ,2.502627390261465e-12,3.4423131009320563e-10,3.4272423232758707e-13
4FGL J1648.4-4611 ,PSR  ,-46.1955,4.7647712e-11,7.957872e-09,-0.80656326,339.43896,8.908504e-13,2.3298995,0.47226354,0.6666667,0.008568344,8.8370473e-13,0.9618208,6.2173574e-13,2.3499465,31560000.0,3281.3882,252.1065,PLSuperExpCutoff ,7.1843299721609674e-12,1.1996889355091087e-09,1.784677686984154e-11
4FGL J1650.3-4600 ,PSR  ,-46.0163,5.2320853e-11,8.593512e-09,-0.95320046,339.79538,1.6567645e-12,2.5480037,0.48053592,0.6666667,0.0121293245,1.6837432e-12,0.9467144,1.1243699e-12,2.454187,31560000.0,2452.5208,252.5986,PLSuperExpCutoff ,5.7642272948414824e-12,9.465512098262834e-10,3.736984117424383e-12
4FGL J1653.6-0158 ,PSR  ,-1.9737,3.5277618e-11,4.527864e-09,24.943493,16.613459,1.01860196e-11,2.0683365,0.2801418,0.6666667,0.00961431,9.782457e-12,1.4463619,7.981478e-12,2.3004365,31560000.0,819.5204,253.4011,PLSuperExpCutoff ,1.5202051880429025e-11,1.9507240630132465e-09,7.705948128094444e-12
4FGL J1658.6-5323 ,PSR  ,-53.3955,1.9745873e-11,2.6741467e-09,-6.6154165,334.86926,3.4498396e-12,2.4046164,0.52808243,0.6666667,0.019039681,3.397203e-12,0.883183,2.2955724e-12,2.4804957,31560000.0,1135.938,254.6511,PLSuperExpCutoff ,2.4849964597448468e-12,3.364355150276922e-10,1.1415172043283754e-13
4FGL J1702.9-4131 ,PSR  ,-41.5266,2.394003e-11,3.6070709e-09,0.08148135,344.71722,1.0294745e-12,2.8466995,0.5387247,0.6666667,0.01749663,1.0710834e-12,0.8249067,6.0816944e-13,2.5341344,31560000.0,2029.5121,255.7401,PLSuperExpCutoff ,1.449222650896234e-12,2.1829530858924668e-10,1.4708084252089682e-13
4FGL J1705.6-1909 ,PSR  ,-19.1658,4.1183537e-12,5.9463423e-10,12.994282,3.1427374,9.975557e-13,2.5291336,0.9998131,0.6666667,0.033538762,9.356162e-13,0.00019326447,4.5158728e-13,2.458062,31560000.0,1102.8591,256.401,PLSuperExpCutoff ,1.1480915868041528e-13,1.656967427698116e-11,1.596915834805594e-16
4FGL J1709.7-4429 ,PSR  ,-44.4854,1.3719972e-09,1.992808e-07,-2.6866546,343.0988,1.1772061e-10,2.1064746,0.27302969,0.46023634,0.07463113,1.14871446e-10,1.0465778,8.439869e-11,2.223745,31560000.0,1462.7064,257.4298,PLSuperExpCutoff ,1.6206056238876665e-10,2.353131995956398e-08,3.083154411802091e-10
4FGL J1713.8+0747 ,PSR  ,7.7927,7.0467265e-12,1.3389616e-09,25.210205,28.756184,6.697033e-13,1.8169559,0.5386894,0.6666667,0.013672231,6.483236e-13,0.46533853,4.3318468e-13,2.1559293,31560000.0,1602.9802,258.4701,PLSuperExpCutoff ,1.0833224454088565e-12,2.058105820450734e-10,1.1204244257635969e-12
4FGL J1714.4-3830 ,PSR  ,-38.507,9.113797e-11,1.0311252e-08,0.120908335,348.4524,5.737955e-13,2.5645711,0.18119304,0.6666667,0.0034331765,5.799995e-13,1.8733728,4.6463685e-13,2.3831878,31560000.0,3998.989,258.6124,PLSuperExpCutoff ,3.837990261636349e-11,4.3414869789732495e-09,9.275716990370534e-11
4FGL J1718.2-3825 ,PSR  ,-38.4318,9.891621e-11,1.1951978e-08,-0.44190338,348.94565,3.2497431e-12,2.7256277,0.3456888,0.6666667,0.010199632,3.3146042e-12,1.486863,2.3840396e-12,2.5354862,31560000.0,2054.565,259.5634,PLSuperExpCutoff ,1.9029828926457274e-11,2.298812262201414e-09,6.678339075543158e-12
4FGL J1720.8-1937 ,psr  ,-19.6323,4.487598e-12,3.4583106e-10,9.76529,4.8169603,1.8880864e-13,2.3512006,0.1202803,0.6666667,0.002114497,1.783827e-13,2.0860906,1.5908317e-13,2.3810415,31560000.0,1587.7168,260.2092,PowerLaw         ,2.8971744009809857e-12,2.841017065618328e-10,7.195036380676079e-12
4FGL J1723.1-2859 ,psr  ,-28.9957,5.7504015e-12,7.407765e-10,4.0928473,357.29004,7.175598e-13,2.6216283,0.4843894,0.6666667,0.017090337,7.047748e-13,1.0855348,4.3307288e-13,2.5838983,31560000.0,1287.8712,260.7958,LogParabola      ,7.895529172578496e-13,9.844123870081416e-11,4.620067775829273e-14
4FGL J1728.1-1610 ,psr  ,-16.167,3.6861464e-12,7.56377e-10,10.187956,8.730694,2.0024501e-13,2.6143115,0.676856,0.6666667,0.01880228,2.0156184e-13,0.3554244,1.1542576e-13,2.322492,31560000.0,2155.252,262.0381,LogParabola      ,1.6975548888679982e-13,3.1830337673659525e-11,3.273782868572071e-14
4FGL J1730.5-3352 ,PSR  ,-33.8801,4.2324328e-11,3.9940664e-09,0.06565495,354.10632,2.2384043e-12,2.842653,0.29471117,0.6666667,0.010783134,2.2392988e-12,1.6980507,1.5172022e-12,2.6342888,31560000.0,1562.7323,262.6425,PLSuperExpCutoff ,9.908313984131925e-12,9.348106599514357e-10,1.4212146481342346e-12
4FGL J1730.8-2303 ,PSR  ,-23.06,7.345478e-12,8.726899e-10,5.9444375,3.2067933,9.351977e-13,2.7696302,0.5413732,0.6666667,0.022966735,9.577548e-13,0.8207377,5.59523e-13,2.647194,31560000.0,1250.706,262.7031,PLSuperExpCutoff ,5.107830392145651e-13,6.066277548858978e-11,5.4533570630326965e-15
4FGL J1732.5-3131 ,PSR  ,-31.5174,1.8477955e-10,3.4666222e-08,1.0063205,356.3147,7.819042e-12,2.3108568,0.59958726,0.6666667,0.013755192,7.7583434e-12,0.52563727,4.784798e-12,2.310176,31560000.0,2391.7546,263.1452,PLSuperExpCutoff ,1.5787821610984726e-11,2.9614164164110106e-09,1.4006518884585512e-11
4FGL J1732.7-5050 ,PSR  ,-50.8377,5.9962313e-12,8.8837415e-10,-9.45592,340.00464,3.9563752e-13,2.277039,0.32613847,0.6666667,0.009645988,3.9771384e-13,1.241715,2.8657843e-13,2.3608713,31560000.0,1683.6556,263.1811,PLSuperExpCutoff ,1.5312982746745597e-12,2.2682111203781244e-10,1.3162043583078007e-12
4FGL J1739.4-3015 ,PSR  ,-30.2587,2.2750931e-11,3.732489e-09,0.43871382,358.17242,1.5415944e-12,2.610485,0.6286581,0.6666667,0.018775892,1.5485067e-12,0.62520593,9.113801e-13,2.625116,31560000.0,1795.5647,264.8691,PLSuperExpCutoff ,1.4204806454137082e-12,2.3297968380235854e-10,1.44350246282309e-13
4FGL J1740.5+1005 ,PSR  ,10.0977,4.633908e-12,2.1634435e-10,20.273083,34.12143,1.7256547e-12,2.7653885,0.19746469,0.6666667,0.0046812478,1.5340702e-12,2.4686885,1.3535126e-12,2.7653983,31560000.0,632.79333,265.1489,PowerLaw         ,3.1578002995022504e-12,1.6163748034636233e-10,5.925501800323538e-13
4FGL J1741.4+1354 ,PSR  ,13.9093,4.138288e-12,6.9528583e-10,21.671457,37.92589,4.868017e-13,1.9808059,0.43921122,0.6666667,0.012001754,4.709625e-13,0.9025966,3.3262209e-13,2.275125,31560000.0,1371.7505,265.3668,PLSuperExpCutoff ,9.405569332840285e-13,1.5799288113822924e-10,7.113868538886849e-13
4FGL J1741.9-2054 ,PSR  ,-20.9005,1.14470704e-10,1.6747046e-08,4.9055185,6.425962,2.447282e-11,2.4945736,0.7505929,0.6666667,0.029828154,2.4478771e-11,0.18918961,1.438342e-11,2.4576528,31560000.0,1117.0399,265.4918,PLSuperExpCutoff ,4.614644270566507e-12,6.74855539296248e-10,1.7302854890783798e-14
4FGL J1742.3-3318 ,PSR  ,-33.3075,1.5958698e-11,2.9234593e-09,-1.6886853,355.90616,7.7028233e-13,2.4317732,0.5930362,0.6666667,0.015458663,7.7329094e-13,0.5582797,4.7477197e-13,2.3983417,31560000.0,2192.9053,265.5804,PLSuperExpCutoff ,1.1745318623148138e-12,2.1511761473107557e-10,5.121545319433458e-13
4FGL J1744.0-7618 ,PSR  ,-76.3152,1.972506e-11,3.8149524e-09,-22.456036,317.1131,3.1460752e-12,1.7999749,0.60062295,0.6666667,0.017477684,3.014081e-12,0.32433015,2.0099703e-12,2.1655648,31560000.0,1272.6738,266.0003,PLSuperExpCutoff ,2.53314503109018e-12,4.898310059783909e-10,8.641397948462563e-13
4FGL J1744.4-1135 ,PSR  ,-11.5874,3.7392457e-11,5.970115e-09,9.18304,14.785403,9.32465e-12,2.119805,0.6453321,0.6666667,0.022731768,8.994774e-12,0.45563853,5.8366493e-12,2.3938353,31560000.0,1032.9578,266.1153,PLSuperExpCutoff ,3.664760978815378e-12,5.849384301592707e-10,1.1836310686687442e-13
